id,mitigation_id,mitigation_name,mitigation_description,attack_id,attack_type,relationship
course-of-action--eb88d97c-32f1-40be-80f0-d61a4b0b4b31,M1042,Disable or Remove Feature or Program,Remove or deny access to unnecessary and potentially vulnerable software to prevent abuse by adversaries.,T1218.005,['enterprise-attack'],Mshta.exe may not be necessary within a given environment since its functionality is tied to older versions of Internet Explorer that have reached end of life.
course-of-action--eb88d97c-32f1-40be-80f0-d61a4b0b4b31,M1042,Disable or Remove Feature or Program,Remove or deny access to unnecessary and potentially vulnerable software to prevent abuse by adversaries.,T1218.012,['enterprise-attack'],Consider removing verclsid.exe if it is not necessary within a given environment.
course-of-action--eb88d97c-32f1-40be-80f0-d61a4b0b4b31,M1042,Disable or Remove Feature or Program,Remove or deny access to unnecessary and potentially vulnerable software to prevent abuse by adversaries.,T1505,['enterprise-attack'],Consider disabling software components from servers when possible to prevent abuse by adversaries.(Citation: ITSyndicate Disabling PHP functions)
course-of-action--eb88d97c-32f1-40be-80f0-d61a4b0b4b31,M1042,Disable or Remove Feature or Program,Remove or deny access to unnecessary and potentially vulnerable software to prevent abuse by adversaries.,T1210,['enterprise-attack'],Minimize available services to only those that are necessary.
course-of-action--eb88d97c-32f1-40be-80f0-d61a4b0b4b31,M1042,Disable or Remove Feature or Program,Remove or deny access to unnecessary and potentially vulnerable software to prevent abuse by adversaries.,T1059.005,['enterprise-attack'],Turn off or restrict access to unneeded VB components.
course-of-action--eb88d97c-32f1-40be-80f0-d61a4b0b4b31,M1042,Disable or Remove Feature or Program,Remove or deny access to unnecessary and potentially vulnerable software to prevent abuse by adversaries.,T1218.003,['enterprise-attack'],CMSTP.exe may not be necessary within a given environment (unless using it for VPN connection installation).
course-of-action--eb88d97c-32f1-40be-80f0-d61a4b0b4b31,M1042,Disable or Remove Feature or Program,Remove or deny access to unnecessary and potentially vulnerable software to prevent abuse by adversaries.,T1557.001,['enterprise-attack'],Disable LLMNR and NetBIOS in local computer security settings or by group policy if they are not needed within an environment. (Citation: ADSecurity Windows Secure Baseline)
course-of-action--eb88d97c-32f1-40be-80f0-d61a4b0b4b31,M1042,Disable or Remove Feature or Program,Remove or deny access to unnecessary and potentially vulnerable software to prevent abuse by adversaries.,T1555.004,['enterprise-attack'],Consider enabling the “Network access: Do not allow storage of passwords and credentials for network authentication” setting that will prevent network credentials from being stored by the Credential Manager.(Citation: Microsoft Network access Credential Manager)
course-of-action--eb88d97c-32f1-40be-80f0-d61a4b0b4b31,M1042,Disable or Remove Feature or Program,Remove or deny access to unnecessary and potentially vulnerable software to prevent abuse by adversaries.,T1559.002,['enterprise-attack'],"Registry keys specific to Microsoft Office feature control security can be set to disable automatic DDE/OLE execution. (Citation: Microsoft DDE Advisory Nov 2017)(Citation: BleepingComputer DDE Disabled in Word Dec 2017)(Citation: GitHub Disable DDEAUTO Oct 2017) Microsoft also created, and enabled by default, Registry keys to completely disable DDE execution in Word and Excel.(Citation: Microsoft ADV170021 Dec 2017)"
course-of-action--eb88d97c-32f1-40be-80f0-d61a4b0b4b31,M1042,Disable or Remove Feature or Program,Remove or deny access to unnecessary and potentially vulnerable software to prevent abuse by adversaries.,T1011.001,['enterprise-attack'],Disable Bluetooth in local computer security settings or by group policy if it is not needed within an environment.
course-of-action--eb88d97c-32f1-40be-80f0-d61a4b0b4b31,M1042,Disable or Remove Feature or Program,Remove or deny access to unnecessary and potentially vulnerable software to prevent abuse by adversaries.,T1021.003,['enterprise-attack'],Consider disabling DCOM through Dcomcnfg.exe.(Citation: Microsoft Disable DCOM)
course-of-action--eb88d97c-32f1-40be-80f0-d61a4b0b4b31,M1042,Disable or Remove Feature or Program,Remove or deny access to unnecessary and potentially vulnerable software to prevent abuse by adversaries.,T1092,['enterprise-attack'],Disable Autoruns if it is unnecessary.(Citation: Microsoft Disable Autorun)
course-of-action--eb88d97c-32f1-40be-80f0-d61a4b0b4b31,M1042,Disable or Remove Feature or Program,Remove or deny access to unnecessary and potentially vulnerable software to prevent abuse by adversaries.,T1218.014,['enterprise-attack'],"MMC may not be necessary within a given environment since it is primarily used by system administrators, not regular users or clients. "
course-of-action--eb88d97c-32f1-40be-80f0-d61a4b0b4b31,M1042,Disable or Remove Feature or Program,Remove or deny access to unnecessary and potentially vulnerable software to prevent abuse by adversaries.,T1546.002,['enterprise-attack'],Use Group Policy to disable screensavers if they are unnecessary.(Citation: TechNet Screensaver GP)
course-of-action--eb88d97c-32f1-40be-80f0-d61a4b0b4b31,M1042,Disable or Remove Feature or Program,Remove or deny access to unnecessary and potentially vulnerable software to prevent abuse by adversaries.,T1021.004,['enterprise-attack'],Disable the SSH daemon on systems that do not require it. For macOS ensure Remote Login is disabled under Sharing Preferences.(Citation: Apple Unified Log Analysis Remote Login and Screen Sharing)
course-of-action--eb88d97c-32f1-40be-80f0-d61a4b0b4b31,M1042,Disable or Remove Feature or Program,Remove or deny access to unnecessary and potentially vulnerable software to prevent abuse by adversaries.,T1137,['enterprise-attack'],"Follow Office macro security best practices suitable for your environment. Disable Office VBA macros from executing.

Disable Office add-ins. If they are required, follow best practices for securing them by requiring them to be signed and disabling user notification for allowing add-ins. For some add-ins types (WLL, VBA) additional mitigation is likely required as disabling add-ins in the Office Trust Center does not disable WLL nor does it prevent VBA code from executing. (Citation: MRWLabs Office Persistence Add-ins)"
course-of-action--eb88d97c-32f1-40be-80f0-d61a4b0b4b31,M1042,Disable or Remove Feature or Program,Remove or deny access to unnecessary and potentially vulnerable software to prevent abuse by adversaries.,T1563.002,['enterprise-attack'],Disable the RDP service if it is unnecessary.
course-of-action--eb88d97c-32f1-40be-80f0-d61a4b0b4b31,M1042,Disable or Remove Feature or Program,Remove or deny access to unnecessary and potentially vulnerable software to prevent abuse by adversaries.,T1563,['enterprise-attack'],"Disable the remote service (ex: SSH, RDP, etc.) if it is unnecessary."
course-of-action--eb88d97c-32f1-40be-80f0-d61a4b0b4b31,M1042,Disable or Remove Feature or Program,Remove or deny access to unnecessary and potentially vulnerable software to prevent abuse by adversaries.,T1133,['enterprise-attack'],Disable or block remotely available services that may be unnecessary.
